"","sample","module","status","tot.seq","seq.length","pct.gc","pct.dup"
"44","M7020000396310_2.fq.gz","Sequence Length Distribution","PASS","18156791","150",48,25.83
"45","M7020000396310_2.fq.gz","Sequence Duplication Levels","PASS","18156791","150",48,25.83
"46","M7020000396310_2.fq.gz","Overrepresented sequences","PASS","18156791","150",48,25.83
"47","M7020000396310_2.fq.gz","Adapter Content","PASS","18156791","150",48,25.83
"48","M7020000396310_2.fq.gz","Kmer Content","PASS","18156791","150",48,25.83
"49","M7020000398638_1.fq.gz","Basic Statistics","PASS","12789671","150",51,18.53
"50","M7020000398638_1.fq.gz","Per base sequence quality","PASS","12789671","150",51,18.53
"51","M7020000398638_1.fq.gz","Per tile sequence quality","PASS","12789671","150",51,18.53
"52","M7020000398638_1.fq.gz","Per sequence quality scores","PASS","12789671","150",51,18.53
"53","M7020000398638_1.fq.gz","Per base sequence content","WARN","12789671","150",51,18.53
"54","M7020000398638_1.fq.gz","Per sequence GC content","PASS","12789671","150",51,18.53
"55","M7020000398638_1.fq.gz","Per base N content","PASS","12789671","150",51,18.53
"56","M7020000398638_1.fq.gz","Sequence Length Distribution","PASS","12789671","150",51,18.53
"57","M7020000398638_1.fq.gz","Sequence Duplication Levels","PASS","12789671","150",51,18.53
"58","M7020000398638_1.fq.gz","Overrepresented sequences","PASS","12789671","150",51,18.53
"59","M7020000398638_1.fq.gz","Adapter Content","PASS","12789671","150",51,18.53
"60","M7020000398638_1.fq.gz","Kmer Content","FAIL","12789671","150",51,18.53
"61","M7020000398638_2.fq.gz","Basic Statistics","PASS","12789671","150",51,16.35
"62","M7020000398638_2.fq.gz","Per base sequence quality","PASS","12789671","150",51,16.35
"63","M7020000398638_2.fq.gz","Per tile sequence quality","WARN","12789671","150",51,16.35
"64","M7020000398638_2.fq.gz","Per sequence quality scores","PASS","12789671","150",51,16.35
"65","M7020000398638_2.fq.gz","Per base sequence content","WARN","12789671","150",51,16.35
"66","M7020000398638_2.fq.gz","Per sequence GC content","PASS","12789671","150",51,16.35
"67","M7020000398638_2.fq.gz","Per base N content","PASS","12789671","150",51,16.35
"68","M7020000398638_2.fq.gz","Sequence Length Distribution","PASS","12789671","150",51,16.35
"69","M7020000398638_2.fq.gz","Sequence Duplication Levels","PASS","12789671","150",51,16.35
"70","M7020000398638_2.fq.gz","Overrepresented sequences","PASS","12789671","150",51,16.35
"71","M7020000398638_2.fq.gz","Adapter Content","PASS","12789671","150",51,16.35
"72","M7020000398638_2.fq.gz","Kmer Content","FAIL","12789671","150",51,16.35
"73","M7020000402033_1.fq.gz","Basic Statistics","PASS","17758141","150",51,23.67
"74","M7020000402033_1.fq.gz","Per base sequence quality","PASS","17758141","150",51,23.67
"75","M7020000402033_1.fq.gz","Per tile sequence quality","PASS","17758141","150",51,23.67
"76","M7020000402033_1.fq.gz","Per sequence quality scores","PASS","17758141","150",51,23.67
"77","M7020000402033_1.fq.gz","Per base sequence content","WARN","17758141","150",51,23.67
"78","M7020000402033_1.fq.gz","Per sequence GC content","FAIL","17758141","150",51,23.67
"79","M7020000402033_1.fq.gz","Per base N content","PASS","17758141","150",51,23.67
"80","M7020000402033_1.fq.gz","Sequence Length Distribution","PASS","17758141","150",51,23.67
"81","M7020000402033_1.fq.gz","Sequence Duplication Levels","PASS","17758141","150",51,23.67
"82","M7020000402033_1.fq.gz","Overrepresented sequences","PASS","17758141","150",51,23.67
"83","M7020000402033_1.fq.gz","Adapter Content","PASS","17758141","150",51,23.67
"84","M7020000402033_1.fq.gz","Kmer Content","FAIL","17758141","150",51,23.67
"85","M7020000402033_2.fq.gz","Basic Statistics","PASS","17758141","150",51,22.45
"86","M7020000402033_2.fq.gz","Per base sequence quality","PASS","17758141","150",51,22.45
"87","M7020000402033_2.fq.gz","Per tile sequence quality","WARN","17758141","150",51,22.45
"88","M7020000402033_2.fq.gz","Per sequence quality scores","PASS","17758141","150",51,22.45
"89","M7020000402033_2.fq.gz","Per base sequence content","WARN","17758141","150",51,22.45
"90","M7020000402033_2.fq.gz","Per sequence GC content","FAIL","17758141","150",51,22.45
"91","M7020000402033_2.fq.gz","Per base N content","PASS","17758141","150",51,22.45
"92","M7020000402033_2.fq.gz","Sequence Length Distribution","PASS","17758141","150",51,22.45
"93","M7020000402033_2.fq.gz","Sequence Duplication Levels","PASS","17758141","150",51,22.45
"94","M7020000402033_2.fq.gz","Overrepresented sequences","PASS","17758141","150",51,22.45
"95","M7020000402033_2.fq.gz","Adapter Content","PASS","17758141","150",51,22.45
"96","M7020000402033_2.fq.gz","Kmer Content","FAIL","17758141","150",51,22.45
"97","M7020000424934_1.fq.gz","Basic Statistics","PASS","15776508","150",56,21
"98","M7020000424934_1.fq.gz","Per base sequence quality","PASS","15776508","150",56,21
"99","M7020000424934_1.fq.gz","Per tile sequence quality","PASS","15776508","150",56,21
"100","M7020000424934_1.fq.gz","Per sequence quality scores","PASS","15776508","150",56,21
"101","M7020000424934_1.fq.gz","Per base sequence content","WARN","15776508","150",56,21
"102","M7020000424934_1.fq.gz","Per sequence GC content","FAIL","15776508","150",56,21
"103","M7020000424934_1.fq.gz","Per base N content","PASS","15776508","150",56,21
"104","M7020000424934_1.fq.gz","Sequence Length Distribution","PASS","15776508","150",56,21
"105","M7020000424934_1.fq.gz","Sequence Duplication Levels","PASS","15776508","150",56,21
"106","M7020000424934_1.fq.gz","Overrepresented sequences","PASS","15776508","150",56,21
"107","M7020000424934_1.fq.gz","Adapter Content","PASS","15776508","150",56,21
"108","M7020000424934_1.fq.gz","Kmer Content","PASS","15776508","150",56,21
"109","M7020000424934_2.fq.gz","Basic Statistics","PASS","15776508","150",56,19.97
"110","M7020000424934_2.fq.gz","Per base sequence quality","PASS","15776508","150",56,19.97
"111","M7020000424934_2.fq.gz","Per tile sequence quality","PASS","15776508","150",56,19.97
"112","M7020000424934_2.fq.gz","Per sequence quality scores","PASS","15776508","150",56,19.97
"113","M7020000424934_2.fq.gz","Per base sequence content","WARN","15776508","150",56,19.97
"114","M7020000424934_2.fq.gz","Per sequence GC content","FAIL","15776508","150",56,19.97
"115","M7020000424934_2.fq.gz","Per base N content","PASS","15776508","150",56,19.97
"116","M7020000424934_2.fq.gz","Sequence Length Distribution","PASS","15776508","150",56,19.97
"117","M7020000424934_2.fq.gz","Sequence Duplication Levels","PASS","15776508","150",56,19.97
"118","M7020000424934_2.fq.gz","Overrepresented sequences","PASS","15776508","150",56,19.97
"119","M7020000424934_2.fq.gz","Adapter Content","PASS","15776508","150",56,19.97
"120","M7020000424934_2.fq.gz","Kmer Content","PASS","15776508","150",56,19.97
"121","M7020000427533_1.fq.gz","Basic Statistics","PASS","17287170","150",52,12.48
"122","M7020000427533_1.fq.gz","Per base sequence quality","PASS","17287170","150",52,12.48
"123","M7020000427533_1.fq.gz","Per tile sequence quality","WARN","17287170","150",52,12.48
"124","M7020000427533_1.fq.gz","Per sequence quality scores","PASS","17287170","150",52,12.48
"125","M7020000427533_1.fq.gz","Per base sequence content","WARN","17287170","150",52,12.48
"126","M7020000427533_1.fq.gz","Per sequence GC content","WARN","17287170","150",52,12.48
"127","M7020000427533_1.fq.gz","Per base N content","PASS","17287170","150",52,12.48
"128","M7020000427533_1.fq.gz","Sequence Length Distribution","PASS","17287170","150",52,12.48
"129","M7020000427533_1.fq.gz","Sequence Duplication Levels","PASS","17287170","150",52,12.48
"130","M7020000427533_1.fq.gz","Overrepresented sequences","PASS","17287170","150",52,12.48
"131","M7020000427533_1.fq.gz","Adapter Content","PASS","17287170","150",52,12.48
"132","M7020000427533_1.fq.gz","Kmer Content","PASS","17287170","150",52,12.48
"133","M7020000427533_2.fq.gz","Basic Statistics","PASS","17287170","150",52,11.92
"134","M7020000427533_2.fq.gz","Per base sequence quality","PASS","17287170","150",52,11.92
"135","M7020000427533_2.fq.gz","Per tile sequence quality","WARN","17287170","150",52,11.92
"136","M7020000427533_2.fq.gz","Per sequence quality scores","PASS","17287170","150",52,11.92
"137","M7020000427533_2.fq.gz","Per base sequence content","WARN","17287170","150",52,11.92
"138","M7020000427533_2.fq.gz","Per sequence GC content","WARN","17287170","150",52,11.92
"139","M7020000427533_2.fq.gz","Per base N content","PASS","17287170","150",52,11.92
"140","M7020000427533_2.fq.gz","Sequence Length Distribution","PASS","17287170","150",52,11.92
"141","M7020000427533_2.fq.gz","Sequence Duplication Levels","PASS","17287170","150",52,11.92
"142","M7020000427533_2.fq.gz","Overrepresented sequences","PASS","17287170","150",52,11.92
"143","M7020000427533_2.fq.gz","Adapter Content","PASS","17287170","150",52,11.92
"144","M7020000427533_2.fq.gz","Kmer Content","PASS","17287170","150",52,11.92
"145","M7020000429832_1.fq.gz","Basic Statistics","PASS","15272519","150",51,12.75
"146","M7020000429832_1.fq.gz","Per base sequence quality","PASS","15272519","150",51,12.75
"147","M7020000429832_1.fq.gz","Per tile sequence quality","PASS","15272519","150",51,12.75
"148","M7020000429832_1.fq.gz","Per sequence quality scores","PASS","15272519","150",51,12.75
"149","M7020000429832_1.fq.gz","Per base sequence content","WARN","15272519","150",51,12.75
"150","M7020000429832_1.fq.gz","Per sequence GC content","WARN","15272519","150",51,12.75
"151","M7020000429832_1.fq.gz","Per base N content","PASS","15272519","150",51,12.75
"152","M7020000429832_1.fq.gz","Sequence Length Distribution","PASS","15272519","150",51,12.75
"153","M7020000429832_1.fq.gz","Sequence Duplication Levels","PASS","15272519","150",51,12.75
"154","M7020000429832_1.fq.gz","Overrepresented sequences","PASS","15272519","150",51,12.75
"155","M7020000429832_1.fq.gz","Adapter Content","PASS","15272519","150",51,12.75
"156","M7020000429832_1.fq.gz","Kmer Content","PASS","15272519","150",51,12.75
"157","M7020000429832_2.fq.gz","Basic Statistics","PASS","15272519","150",51,12.29
"158","M7020000429832_2.fq.gz","Per base sequence quality","PASS","15272519","150",51,12.29
"159","M7020000429832_2.fq.gz","Per tile sequence quality","WARN","15272519","150",51,12.29
"160","M7020000429832_2.fq.gz","Per sequence quality scores","PASS","15272519","150",51,12.29
"161","M7020000429832_2.fq.gz","Per base sequence content","WARN","15272519","150",51,12.29
"162","M7020000429832_2.fq.gz","Per sequence GC content","WARN","15272519","150",51,12.29
"163","M7020000429832_2.fq.gz","Per base N content","PASS","15272519","150",51,12.29
"164","M7020000429832_2.fq.gz","Sequence Length Distribution","PASS","15272519","150",51,12.29
"165","M7020000429832_2.fq.gz","Sequence Duplication Levels","PASS","15272519","150",51,12.29
"166","M7020000429832_2.fq.gz","Overrepresented sequences","PASS","15272519","150",51,12.29
"167","M7020000429832_2.fq.gz","Adapter Content","PASS","15272519","150",51,12.29
"168","M7020000429832_2.fq.gz","Kmer Content","PASS","15272519","150",51,12.29
"169","M7020000469121_1.fq.gz","Basic Statistics","PASS","16780267","150",52,11.41
"170","M7020000469121_1.fq.gz","Per base sequence quality","PASS","16780267","150",52,11.41
"171","M7020000469121_1.fq.gz","Per tile sequence quality","PASS","16780267","150",52,11.41
"172","M7020000469121_1.fq.gz","Per sequence quality scores","PASS","16780267","150",52,11.41
"173","M7020000469121_1.fq.gz","Per base sequence content","WARN","16780267","150",52,11.41
"174","M7020000469121_1.fq.gz","Per sequence GC content","WARN","16780267","150",52,11.41
"175","M7020000469121_1.fq.gz","Per base N content","PASS","16780267","150",52,11.41
"176","M7020000469121_1.fq.gz","Sequence Length Distribution","PASS","16780267","150",52,11.41
"177","M7020000469121_1.fq.gz","Sequence Duplication Levels","PASS","16780267","150",52,11.41
"178","M7020000469121_1.fq.gz","Overrepresented sequences","PASS","16780267","150",52,11.41
"179","M7020000469121_1.fq.gz","Adapter Content","PASS","16780267","150",52,11.41
"180","M7020000469121_1.fq.gz","Kmer Content","PASS","16780267","150",52,11.41
"181","M7020000469121_2.fq.gz","Basic Statistics","PASS","16780267","150",52,10.94
"182","M7020000469121_2.fq.gz","Per base sequence quality","PASS","16780267","150",52,10.94
"183","M7020000469121_2.fq.gz","Per tile sequence quality","WARN","16780267","150",52,10.94
"184","M7020000469121_2.fq.gz","Per sequence quality scores","PASS","16780267","150",52,10.94
"185","M7020000469121_2.fq.gz","Per base sequence content","WARN","16780267","150",52,10.94
"186","M7020000469121_2.fq.gz","Per sequence GC content","WARN","16780267","150",52,10.94
"187","M7020000469121_2.fq.gz","Per base N content","PASS","16780267","150",52,10.94
"188","M7020000469121_2.fq.gz","Sequence Length Distribution","PASS","16780267","150",52,10.94
"189","M7020000469121_2.fq.gz","Sequence Duplication Levels","PASS","16780267","150",52,10.94
"190","M7020000469121_2.fq.gz","Overrepresented sequences","PASS","16780267","150",52,10.94
"191","M7020000469121_2.fq.gz","Adapter Content","PASS","16780267","150",52,10.94
"192","M7020000469121_2.fq.gz","Kmer Content","PASS","16780267","150",52,10.94
"193","M7020000483425_1.fq.gz","Basic Statistics","PASS","17765258","150",54,18.57
"194","M7020000483425_1.fq.gz","Per base sequence quality","PASS","17765258","150",54,18.57
"195","M7020000483425_1.fq.gz","Per tile sequence quality","WARN","17765258","150",54,18.57
"196","M7020000483425_1.fq.gz","Per sequence quality scores","PASS","17765258","150",54,18.57
"197","M7020000483425_1.fq.gz","Per base sequence content","WARN","17765258","150",54,18.57
"198","M7020000483425_1.fq.gz","Per sequence GC content","FAIL","17765258","150",54,18.57
"199","M7020000483425_1.fq.gz","Per base N content","PASS","17765258","150",54,18.57
"200","M7020000483425_1.fq.gz","Sequence Length Distribution","PASS","17765258","150",54,18.57
"201","M7020000483425_1.fq.gz","Sequence Duplication Levels","PASS","17765258","150",54,18.57
"202","M7020000483425_1.fq.gz","Overrepresented sequences","PASS","17765258","150",54,18.57
"203","M7020000483425_1.fq.gz","Adapter Content","PASS","17765258","150",54,18.57
"204","M7020000483425_1.fq.gz","Kmer Content","PASS","17765258","150",54,18.57
"205","M7020000483425_2.fq.gz","Basic Statistics","PASS","17765258","150",54,17.69
"206","M7020000483425_2.fq.gz","Per base sequence quality","PASS","17765258","150",54,17.69
"207","M7020000483425_2.fq.gz","Per tile sequence quality","WARN","17765258","150",54,17.69
"208","M7020000483425_2.fq.gz","Per sequence quality scores","PASS","17765258","150",54,17.69
"209","M7020000483425_2.fq.gz","Per base sequence content","WARN","17765258","150",54,17.69
"210","M7020000483425_2.fq.gz","Per sequence GC content","FAIL","17765258","150",54,17.69
"211","M7020000483425_2.fq.gz","Per base N content","PASS","17765258","150",54,17.69
"212","M7020000483425_2.fq.gz","Sequence Length Distribution","PASS","17765258","150",54,17.69
"213","M7020000483425_2.fq.gz","Sequence Duplication Levels","PASS","17765258","150",54,17.69
"214","M7020000483425_2.fq.gz","Overrepresented sequences","PASS","17765258","150",54,17.69
"215","M7020000483425_2.fq.gz","Adapter Content","PASS","17765258","150",54,17.69
"216","M7020000483425_2.fq.gz","Kmer Content","PASS","17765258","150",54,17.69
"217","M7020000504220_1.fq.gz","Basic Statistics","PASS","18649983","150",54,14.69
"218","M7020000504220_1.fq.gz","Per base sequence quality","PASS","18649983","150",54,14.69
"219","M7020000504220_1.fq.gz","Per tile sequence quality","WARN","18649983","150",54,14.69
"220","M7020000504220_1.fq.gz","Per sequence quality scores","PASS","18649983","150",54,14.69
"221","M7020000504220_1.fq.gz","Per base sequence content","WARN","18649983","150",54,14.69
"222","M7020000504220_1.fq.gz","Per sequence GC content","FAIL","18649983","150",54,14.69
"223","M7020000504220_1.fq.gz","Per base N content","PASS","18649983","150",54,14.69
"224","M7020000504220_1.fq.gz","Sequence Length Distribution","PASS","18649983","150",54,14.69
"225","M7020000504220_1.fq.gz","Sequence Duplication Levels","PASS","18649983","150",54,14.69
"226","M7020000504220_1.fq.gz","Overrepresented sequences","PASS","18649983","150",54,14.69
"227","M7020000504220_1.fq.gz","Adapter Content","PASS","18649983","150",54,14.69
"228","M7020000504220_1.fq.gz","Kmer Content","FAIL","18649983","150",54,14.69
"229","M7020000504220_2.fq.gz","Basic Statistics","PASS","18649983","150",54,13.95
"230","M7020000504220_2.fq.gz","Per base sequence quality","PASS","18649983","150",54,13.95
"231","M7020000504220_2.fq.gz","Per tile sequence quality","WARN","18649983","150",54,13.95
"232","M7020000504220_2.fq.gz","Per sequence quality scores","PASS","18649983","150",54,13.95
"233","M7020000504220_2.fq.gz","Per base sequence content","WARN","18649983","150",54,13.95
"234","M7020000504220_2.fq.gz","Per sequence GC content","FAIL","18649983","150",54,13.95
"235","M7020000504220_2.fq.gz","Per base N content","PASS","18649983","150",54,13.95
"236","M7020000504220_2.fq.gz","Sequence Length Distribution","PASS","18649983","150",54,13.95
"237","M7020000504220_2.fq.gz","Sequence Duplication Levels","PASS","18649983","150",54,13.95
"238","M7020000504220_2.fq.gz","Overrepresented sequences","PASS","18649983","150",54,13.95
"239","M7020000504220_2.fq.gz","Adapter Content","PASS","18649983","150",54,13.95
"240","M7020000504220_2.fq.gz","Kmer Content","FAIL","18649983","150",54,13.95
"241","M7020000511010_1.fq.gz","Basic Statistics","PASS","13637103","150",50,16.09
"242","M7020000511010_1.fq.gz","Per base sequence quality","PASS","13637103","150",50,16.09
"243","M7020000511010_1.fq.gz","Per tile sequence quality","PASS","13637103","150",50,16.09
"244","M7020000511010_1.fq.gz","Per sequence quality scores","PASS","13637103","150",50,16.09
"245","M7020000511010_1.fq.gz","Per base sequence content","WARN","13637103","150",50,16.09
"246","M7020000511010_1.fq.gz","Per sequence GC content","PASS","13637103","150",50,16.09
"247","M7020000511010_1.fq.gz","Per base N content","PASS","13637103","150",50,16.09
"248","M7020000511010_1.fq.gz","Sequence Length Distribution","PASS","13637103","150",50,16.09
"249","M7020000511010_1.fq.gz","Sequence Duplication Levels","PASS","13637103","150",50,16.09
"250","M7020000511010_1.fq.gz","Overrepresented sequences","PASS","13637103","150",50,16.09
"251","M7020000511010_1.fq.gz","Adapter Content","PASS","13637103","150",50,16.09
"252","M7020000511010_1.fq.gz","Kmer Content","PASS","13637103","150",50,16.09
"253","M7020000511010_2.fq.gz","Basic Statistics","PASS","13637103","150",50,15.06
"254","M7020000511010_2.fq.gz","Per base sequence quality","PASS","13637103","150",50,15.06
"255","M7020000511010_2.fq.gz","Per tile sequence quality","WARN","13637103","150",50,15.06
"256","M7020000511010_2.fq.gz","Per sequence quality scores","PASS","13637103","150",50,15.06
"257","M7020000511010_2.fq.gz","Per base sequence content","WARN","13637103","150",50,15.06
"258","M7020000511010_2.fq.gz","Per sequence GC content","PASS","13637103","150",50,15.06
"259","M7020000511010_2.fq.gz","Per base N content","PASS","13637103","150",50,15.06
"260","M7020000511010_2.fq.gz","Sequence Length Distribution","PASS","13637103","150",50,15.06
"261","M7020000511010_2.fq.gz","Sequence Duplication Levels","PASS","13637103","150",50,15.06
"262","M7020000511010_2.fq.gz","Overrepresented sequences","PASS","13637103","150",50,15.06
"263","M7020000511010_2.fq.gz","Adapter Content","PASS","13637103","150",50,15.06
"264","M7020000511010_2.fq.gz","Kmer Content","PASS","13637103","150",50,15.06
"265","M7020000532520_1.fq.gz","Basic Statistics","PASS","17437815","150",50,11.79
"266","M7020000532520_1.fq.gz","Per base sequence quality","PASS","17437815","150",50,11.79
"267","M7020000532520_1.fq.gz","Per tile sequence quality","PASS","17437815","150",50,11.79
"268","M7020000532520_1.fq.gz","Per sequence quality scores","PASS","17437815","150",50,11.79
"269","M7020000532520_1.fq.gz","Per base sequence content","WARN","17437815","150",50,11.79
"270","M7020000532520_1.fq.gz","Per sequence GC content","FAIL","17437815","150",50,11.79
"271","M7020000532520_1.fq.gz","Per base N content","PASS","17437815","150",50,11.79
"272","M7020000532520_1.fq.gz","Sequence Length Distribution","PASS","17437815","150",50,11.79
"273","M7020000532520_1.fq.gz","Sequence Duplication Levels","PASS","17437815","150",50,11.79
"274","M7020000532520_1.fq.gz","Overrepresented sequences","PASS","17437815","150",50,11.79
"275","M7020000532520_1.fq.gz","Adapter Content","PASS","17437815","150",50,11.79
"276","M7020000532520_1.fq.gz","Kmer Content","PASS","17437815","150",50,11.79
"277","M7020000532520_2.fq.gz","Basic Statistics","PASS","17437815","150",50,10.79
"278","M7020000532520_2.fq.gz","Per base sequence quality","PASS","17437815","150",50,10.79
"279","M7020000532520_2.fq.gz","Per tile sequence quality","WARN","17437815","150",50,10.79
"280","M7020000532520_2.fq.gz","Per sequence quality scores","PASS","17437815","150",50,10.79
"281","M7020000532520_2.fq.gz","Per base sequence content","WARN","17437815","150",50,10.79
"282","M7020000532520_2.fq.gz","Per sequence GC content","WARN","17437815","150",50,10.79
"283","M7020000532520_2.fq.gz","Per base N content","PASS","17437815","150",50,10.79
"284","M7020000532520_2.fq.gz","Sequence Length Distribution","PASS","17437815","150",50,10.79
"285","M7020000532520_2.fq.gz","Sequence Duplication Levels","PASS","17437815","150",50,10.79
"286","M7020000532520_2.fq.gz","Overrepresented sequences","PASS","17437815","150",50,10.79
"287","M7020000532520_2.fq.gz","Adapter Content","PASS","17437815","150",50,10.79
"288","M7020000532520_2.fq.gz","Kmer Content","PASS","17437815","150",50,10.79
"289","M7020000552326_1.fq.gz","Basic Statistics","PASS","17527355","150",54,15.65
"290","M7020000552326_1.fq.gz","Per base sequence quality","PASS","17527355","150",54,15.65
"291","M7020000552326_1.fq.gz","Per tile sequence quality","PASS","17527355","150",54,15.65
"292","M7020000552326_1.fq.gz","Per sequence quality scores","PASS","17527355","150",54,15.65
"293","M7020000552326_1.fq.gz","Per base sequence content","WARN","17527355","150",54,15.65
"294","M7020000552326_1.fq.gz","Per sequence GC content","FAIL","17527355","150",54,15.65
"295","M7020000552326_1.fq.gz","Per base N content","PASS","17527355","150",54,15.65
"296","M7020000552326_1.fq.gz","Sequence Length Distribution","PASS","17527355","150",54,15.65
"297","M7020000552326_1.fq.gz","Sequence Duplication Levels","PASS","17527355","150",54,15.65
"298","M7020000552326_1.fq.gz","Overrepresented sequences","PASS","17527355","150",54,15.65
"299","M7020000552326_1.fq.gz","Adapter Content","PASS","17527355","150",54,15.65
"300","M7020000552326_1.fq.gz","Kmer Content","PASS","17527355","150",54,15.65
"301","M7020000552326_2.fq.gz","Basic Statistics","PASS","17527355","150",54,13.78
"302","M7020000552326_2.fq.gz","Per base sequence quality","PASS","17527355","150",54,13.78
"303","M7020000552326_2.fq.gz","Per tile sequence quality","FAIL","17527355","150",54,13.78
"304","M7020000552326_2.fq.gz","Per sequence quality scores","PASS","17527355","150",54,13.78
"305","M7020000552326_2.fq.gz","Per base sequence content","WARN","17527355","150",54,13.78
"306","M7020000552326_2.fq.gz","Per sequence GC content","FAIL","17527355","150",54,13.78
"307","M7020000552326_2.fq.gz","Per base N content","PASS","17527355","150",54,13.78
"308","M7020000552326_2.fq.gz","Sequence Length Distribution","PASS","17527355","150",54,13.78
"309","M7020000552326_2.fq.gz","Sequence Duplication Levels","PASS","17527355","150",54,13.78
"310","M7020000552326_2.fq.gz","Overrepresented sequences","PASS","17527355","150",54,13.78
"311","M7020000552326_2.fq.gz","Adapter Content","PASS","17527355","150",54,13.78
"312","M7020000552326_2.fq.gz","Kmer Content","PASS","17527355","150",54,13.78
"313","M7020000554920_1.fq.gz","Basic Statistics","PASS","17762521","150",54,16.78
"314","M7020000554920_1.fq.gz","Per base sequence quality","PASS","17762521","150",54,16.78
"315","M7020000554920_1.fq.gz","Per tile sequence quality","WARN","17762521","150",54,16.78
"316","M7020000554920_1.fq.gz","Per sequence quality scores","PASS","17762521","150",54,16.78
"317","M7020000554920_1.fq.gz","Per base sequence content","WARN","17762521","150",54,16.78
"318","M7020000554920_1.fq.gz","Per sequence GC content","FAIL","17762521","150",54,16.78
"319","M7020000554920_1.fq.gz","Per base N content","PASS","17762521","150",54,16.78
"320","M7020000554920_1.fq.gz","Sequence Length Distribution","PASS","17762521","150",54,16.78
"321","M7020000554920_1.fq.gz","Sequence Duplication Levels","PASS","17762521","150",54,16.78
"322","M7020000554920_1.fq.gz","Overrepresented sequences","PASS","17762521","150",54,16.78
"323","M7020000554920_1.fq.gz","Adapter Content","PASS","17762521","150",54,16.78
"324","M7020000554920_1.fq.gz","Kmer Content","PASS","17762521","150",54,16.78
